"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 26,LEGS 47,LEGS 02A,LEGS 45,LEGS 37B,LEGS 08,LEGS 17,LEGS 34A,LEGS 28,LEGS 04B,LEGS 03B,LEGS 13,LEGS 12B,LEGS 29B,LEGS 07,LEGS 18,LEGS 21,LEGS 11,LEGS 34B,LEGS 04A,LEGS 38B,LEGS 19,LEGS 20,LEGS 23A,LEGS 22,LEGS 31,LEGS 44,LEGS 16,LEGS 02C,LEGS 39,LEGS 25,LEGS 32,LEGS 43,LEGS 10,LEGS 36,LEGS 09B,LEGS 03A,LEGS 09A,LEGS 29A,LEGS 42,LEGS 14,LEGS 46,LEGS 12A,LEGS 27B,LEGS 29C,LEGS 15,LEGS 01B,LEGS 35A,LEGS 24,LEGS 40,LEGS 41,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 35B,LEGS 06,LEGS 27A,LEGS 30,LEGS 33A,LEGS 33B,LEGS 05A,LEGS 23B,LEGS 38A,LEGS 02B,LEGS 05B
1,16,"Fred Evans",NON,Board of Education     ,002,,,,,,,,,14134,,,,,,,,,14137,,,,,,14466,10207,,,,,13835,,13912,,,,,,,,,,,16115,,,,,16889,,,,,,,,,,,,,,,,,,,
1,16,"Rebecca Smondrowski",NON,Board of Education     ,002,Y,,,,,,,,14103,,,,,,,,,13820,,,,,,14017,10846,,,,,16909,,14166,,,,,,,,,,,15386,,,,,18103,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,,,100,,,,,,,,,100,,,,,,118,97,,,,,137,,97,,,,,,,,,,,113,,,,,135,,,,,,,,,,,,,,,,,,,
1,21,"Juanita Sue Hopkins",NON,Board of Education     ,002,Y,,,,,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"George Abner",NON,Board of Education     ,003,,,,,,,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Jim Newcomb, Jr.",NON,Board of Education     ,003,Y,,,,,,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",NON,Board of Education     ,003,,Y,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Christopher Barclay",NON,Board of Education     ,004,Y,,,,,,,,15871,,,,,,,,,16263,,,,,,16168,12388,,,,,16820,,16112,,,,,,,,,,,18012,,,,,19118,,,,,,,,,,,,,,,,,,,
1,16,"Annita Seckinger",NON,Board of Education     ,004,,,,,,,,,10981,,,,,,,,,11006,,,,,,11450,8349,,,,,12708,,11110,,,,,,,,,,,12558,,,,,14368,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",NON,Board of Education     ,004,,Y,,,,,,,108,,,,,,,,,96,,,,,,123,91,,,,,135,,101,,,,,,,,,,,112,,,,,136,,,,,,,,,,,,,,,,,,,
1,17,"Patricia Eubanks",NON,Board of Education     ,004,Y,,,4943,,,,,,,,,,,,,,,,,,,,,,2446,1628,,,,,,,,,,,,,,,,,,,,,,,,3782,,,,,,,,,,,,,,,,
1,17,"Micah Watson",NON,Board of Education     ,004,,,,5013,,,,,,,,,,,,,,,,,,,,,,2085,1624,,,,,,,,,,,,,,,,,,,,,,,,2308,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education     ,004,,Y,,18,,,,,,,,,,,,,,,,,,,,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
1,17,"Raaheela Ahmed",NON,Board of Education     ,005,,,,,,,,,,,,,,,,,,,,,,,,,,7955,,,,,,,1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6738,,,
1,17,"Jeana Jacobs",NON,Board of Education     ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,8350,,,,,,,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8446,,,
1,17,"Other Write-Ins",NON,Board of Education     ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,
1,21,"Jesse Gomez",NON,Board of Education     ,005,Y,,,,,,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",NON,Board of Education     ,005,,Y,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Greg Criniti",NON,Board of Education     ,006,Y,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Andrea Poe",NON,Board of Education     ,006,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",NON,Board of Education     ,006,,Y,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Henry P. Armwood, Jr.",NON,Board of Education     ,007,,,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7112,,,,,,,,,,,,,,,,,,2740,,,,,,,,,,,,,,,,
1,17,"Carletta Fellows",NON,Board of Education     ,007,Y,,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9828,,,,,,,,,,,,,,,,,,4658,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education     ,007,,Y,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
1,17,"Edward Burroughs, III",NON,Board of Education     ,008,Y,,24399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"André Nottingham",NON,Board of Education     ,008,,,6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education     ,008,,Y,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05,"Joe R. Chenelly",NON,Board of Education     ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666,5794,,,,,,,,,,,,2489,,,,,,,,
1,05,"Cliff Savoy",NON,Board of Education     ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232,4695,,,,,,,,,,,,1621,,,,,,,,
1,05,"Other Write-Ins",NON,Board of Education     ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,,,,,,,,,,,,8,,,,,,,,
1,05,"Tracy H. McGuire",NON,Board of Education     ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12995,9575,,,,,,,,,,,,3917,,,,,,,,
1,05,"Jason Phillip Delizio",NON,Board of Education     ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,24,,,,,,,,,,,,4,,,,,,,,
1,05,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,36,,,,,,,,,,,,14,,,,,,,,
1,19,"Cathy Allen",NON,Board of Education     ,002,Y,,,,,,,,,,,,,,,10339,,,,,,,,,,,,,,,,,,,,,,,,,9149,,,,,,1951,,,,,,,,,,,,,,,,,,,,
1,19,"Jim Davis",NON,Board of Education     ,002,,,,,,,,,,,,,,,,4725,,,,,,,,,,,,,,,,,,,,,,,,,4069,,,,,,1024,,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,6,,,,,,,,,,,,,,,,,,,,
1,05,"Rose Crunkleton",NON,Board of Education     ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6724,4581,,,,,,,,,,,,2510,,,,,,,,
1,05,"Kelly McConkey",NON,Board of Education     ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8082,5890,,,,,,,,,,,,2228,,,,,,,,
1,05,"Other Write-Ins",NON,Board of Education     ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,27,,,,,,,,,,,,4,,,,,,,,
1,18,"Beverly G. Kelley",NON,Board of Education     ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",NON,Board of Education     ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Tammy Harper",NON,Board of Education     ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",NON,Board of Education     ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Joel Rose",NON,Board of Education     ,004,,,,,,,,,,,,,,,,4094,,,,,,,,,,,,,,,,,,,,,,,,,4024,,,,,,927,,,,,,,,,,,,,,,,,,,,
1,19,"Mary M. Washington",NON,Board of Education     ,004,Y,,,,,,,,,,,,,,,11515,,,,,,,,,,,,,,,,,,,,,,,,,9504,,,,,,2154,,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",NON,Board of Education     ,004,,Y,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,7,,,,,,,,,,,,,,,,,,,,
1,08,"William Clark Manlove",NON,Board of Education,001,Y,,,,,,,,,439,,,,,,,,,,,13746,,,,,,,,,,,,,,,,13314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",NON,Board of Education,001,,Y,,,,,,,,2,,,,,,,,,,,89,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Glenn Levi Bramble",NON,Board of Education,001,Y,,,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,
1,10,"Other Write-Ins",NON,Board of Education,001,,Y,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,08,"Lauren Connon Camphausen",NON,Board of Education,002,Y,,,,,,,,,407,,,,,,,,,,,12770,,,,,,,,,,,,,,,,12254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",NON,Board of Education,002,,Y,,,,,,,,1,,,,,,,,,,,47,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Anne Pattison Fleming",NON,Board of Education,003,,,,,,,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,
1,10,"Philip Rice",NON,Board of Education,003,Y,,,,,,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,
1,10,"Other Write-Ins",NON,Board of Education,003,,Y,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1,10,"Phil Bramble",NON,Board of Education,005,Y,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,
1,10,"Thomas M. Gebert",NON,Board of Education,005,,,,,,,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,
1,10,"Other Write-Ins",NON,Board of Education,005,,Y,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1,20,"Warner Sumpter",NON,Board of Education     ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,
1,20,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
1,24,"Barry Q. Brittingham, Sr.",NON,Board of Education     ,002,Y,,,,,,,,,,,,,,,,,,,,,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Derrick A. Smith",NON,Board of Education     ,002,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",NON,Board of Education     ,002,,Y,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Sara D. Thompson",NON,Board of Education     ,003,Y,,,,,,,,,,,,,,,,,,,,,,3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",NON,Board of Education     ,003,,Y,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,"Dan Kuebler",NON,Board of Education     ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,
1,20,"H. DeWayne Whittington",NON,Board of Education     ,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,,
1,20,"Other Write-Ins",NON,Board of Education     ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
1,24,"Jonathan C. Cook",NON,Board of Education     ,005,Y,,,,,,,,,,,,,,,,,,,,,,2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",NON,Board of Education     ,005,,Y,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"David Caporale",NON,Cumberland Council,CU,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,,,,,,,4139,,,,,,,,,,,
1,01,"John Cline",NON,Cumberland Council,CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,1183,,,,,,,,,,,
1,01,"Nicole Wagoner",NON,Cumberland Council,CU,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,,,,,,,3321,,,,,,,,,,,
1,02,"Patricia Ray Nalley",NON,Board of Ed At Large,,Y,,,,,,,,,,,,,,,,,,5824,,,,,,,,,28767,,,,,,30276,,,,,,,,,,,,,,,,,,,,,,,,,,30698,23985,11500,,,,,
2,02,"Patricia Ray Nalley",NON,Board of Ed At Large,,Y,,,,,,,,,,,,,,,,,,972,,,,,,,,,8803,,,,,,7333,,,,,,,,,,,,,,,,,,,,,,,,,,7510,6306,2891,,,,,
1,02,"Stacy L. Korbelak",NON,Board of Education,21,Y,,,,,,,,,,,,,,,,,,5786,,,,,,,,,28416,,,,,,29950,,,,,,,,,,,,,,,,,,,,,,,,,,30162,23723,11167,,,,,
2,02,"Stacy L. Korbelak",NON,Board of Education,21,Y,,,,,,,,,,,,,,,,,,974,,,,,,,,,8733,,,,,,7352,,,,,,,,,,,,,,,,,,,,,,,,,,7436,6251,2877,,,,,
1,02,"Amalie Elizabeth Brandenburg",NON,Board of Education,33,Y,,,,,,,,,,,,,,,,,,5726,,,,,,,,,28265,,,,,,29792,,,,,,,,,,,,,,,,,,,,,,,,,,30073,23659,11138,,,,,
2,02,"Amalie Elizabeth Brandenburg",NON,Board of Education,33,Y,,,,,,,,,,,,,,,,,,962,,,,,,,,,8629,,,,,,7223,,,,,,,,,,,,,,,,,,,,,,,,,,7346,6134,2850,,,,,
1,22,"David S. Gysberts",DEM,Mayor of Hagerstown,HG,Y,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,
1,22,"Bob Bruchey",REP,Mayor of Hagerstown,HG,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,
1,22,"Other Write-Ins",BOT,Mayor of Hagerstown,HG,,Y,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
1,22,"Kristin B. Aleshire",DEM,Hagerstown Council,HG,Y,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,
1,22,"William Breichner",DEM,Hagerstown Council,HG,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,
1,22,"Martin Brubaker",DEM,Hagerstown Council,HG,Y,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,
1,22,"Lewis C. Metzner",DEM,Hagerstown Council,HG,Y,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,
1,22,"Penny Nigh",DEM,Hagerstown Council,HG,Y,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,5298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,
1,22,"Larry Bayer",REP,Hagerstown Council,HG,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,
1,22,"Jonathan R. Burrs",REP,Hagerstown Council,HG,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,
1,22,"Jeffrey M. Coney",REP,Hagerstown Council,HG,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,
1,22,"Chris Kelly",REP,Hagerstown Council,HG,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,
1,22,"Don Munson",REP,Hagerstown Council,HG,Y,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,
1,22,"Ashley C. Haywood",UNF,Hagerstown Council,HG,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,
1,22,"Other Write-Ins",BOT,Hagerstown Council,HG,,Y,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
